age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,worker_id,income_x,income_y
21, Private,131230, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States,db152f67-e636-4cd2-a094-3c8052c03194, <=50K, <=50K
20, Private,142673, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,e1b4d15f-7271-494d-b2d2-892a3ec7309d, <=50K, <=50K
63, Private,127363, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,12, United-States,81fe12fb-703f-4b0d-804f-2dca4f66c912, <=50K, <=50K
48, Local-gov,102076, Bachelors,13, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,3275a8a8-dae4-46a7-8cf7-6d1c9e2e93eb, <=50K, <=50K
24, Private,194630, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States,66244ff2-db9a-4422-add1-1d66df21c0df, <=50K, <=50K
51, Private,99987, 10th,6, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,4307523c-886c-401e-80e8-0c4f4fdffedf, <=50K, <=50K
43, Private,50197, 10th,6, Separated, Other-service, Not-in-family, Black, Female,0,0,40, United-States,e586e5c7-30bb-4e44-a823-bdee8d3c7313, <=50K, <=50K
20, Private,49179, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States,67269e69-1d27-459a-ab50-ac324e47227d, <=50K, <=50K
18, Private,238867, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,1602,40, United-States,eac07ccd-1322-4242-8b48-70ed25a1428b, <=50K, <=50K
22, ?,195532, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,40, United-States,2a965dd0-b4a1-4539-837b-2aa7150cc21d, <=50K, <=50K
22, Private,64292, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,37, United-States,222e05f4-3232-42a6-af94-d85ae0e1ea76, <=50K, <=50K
34, Private,150324, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,38618dbf-f4eb-4d8c-b897-c0dfd68e8740, >50K, >50K
32, State-gov,206051, Some-college,10, Married-spouse-absent, Farming-fishing, Own-child, White, Male,0,0,50, United-States,d4a8c51b-b9be-485c-844f-60d3f038954b, <=50K, <=50K
43, Private,182254, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,f158f3c6-30a5-4658-9f5f-498bd45e27c6, <=50K, <=50K
28, Private,392100, HS-grad,9, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States,1b9cdc7c-77f0-4326-8897-46a13a882d6f, <=50K, <=50K
20, ?,173945, 11th,7, Married-civ-spouse, ?, Other-relative, White, Female,0,0,39, United-States,09a163e8-0746-4640-ab48-dc8c8e70db54, <=50K, <=50K
66, Private,86010, 10th,6, Widowed, Transport-moving, Not-in-family, White, Female,0,0,11, United-States,1dba2c03-387b-4500-8a9c-f1a6823d2add, <=50K, <=50K
63, ?,110150, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,55, United-States,e3db02e2-9810-4a8d-8e2a-813f1978d65c, >50K, >50K
31, Private,178506, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,99568b70-fd69-4dda-ba71-e0b801be768f, <=50K, <=50K
51, Self-emp-inc,213296, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States,8e6f7a8a-2853-4a21-b69e-b699a6905afd, <=50K, <=50K
46, Private,102318, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,40, United-States,2211072a-889e-4802-ab14-37d02807b858, >50K, >50K
22, Private,29444, 12th,8, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States,0e9a2c63-5267-487a-9b16-4d8a17628981, <=50K, <=50K
38, Private,234298, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,6849,0,60, United-States,86a396f1-286e-40d6-bab3-a41b002d59df, <=50K, <=50K
27, ?,330132, HS-grad,9, Never-married, ?, Not-in-family, White, Female,0,0,25, United-States,bcb0b7a1-41c5-4b7a-9ebf-1e2abee87db3, <=50K, <=50K
18, Private,294387, 11th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,2fe8bbf2-a472-4ff4-a605-6bb332053c6b, <=50K, <=50K
47, Local-gov,191389, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,4b66884e-6ee4-484d-a0ba-b854037c0d40, <=50K, <=50K
38, Private,105150, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,364e3941-a41a-4985-99fa-df87be3c0868, >50K, >50K
21, Private,133471, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,8040fc47-c7f7-48f8-a73c-fed99d356724, <=50K, <=50K
24, Private,449432, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,dec6e272-ae17-442b-8418-d69f325cba11, <=50K, <=50K
31, Private,169589, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States,00d4bb15-6f77-43c5-bb45-de5a8b61eef8, <=50K, <=50K
40, Self-emp-not-inc,175943, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1977,15, United-States,f2b3d611-73f5-49f0-9382-6a824466ff18, >50K, >50K
28, Private,90547, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,23, United-States,21ea58a0-8958-4025-8f1f-975f421c881b, <=50K, <=50K
46, Without-pay,142210, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,25, United-States,1a14627b-a3ab-4ed7-bd07-4c0f37ed67ce, <=50K, <=50K
68, ?,103161, HS-grad,9, Widowed, ?, Not-in-family, White, Male,0,0,32, United-States,14720c6e-17b6-44c5-bf96-68da5679b190, <=50K, <=50K
40, Private,56651, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,cacef56d-ce39-48bb-932d-9952253ff289, <=50K, <=50K
60, ?,386261, Bachelors,13, Married-spouse-absent, ?, Unmarried, Black, Female,0,0,15, United-States,1fefab97-0f17-435c-ad2f-3c13bc244992, <=50K, <=50K
39, Private,196308, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,24, United-States,0ae3e2cd-48d8-45de-b83d-fe202135d25b, <=50K, <=50K
64, Private,86972, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,bf51fa9a-9e5c-4ade-ae5e-c7efa2739cf2, <=50K, <=50K
47, Federal-gov,31339, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,62076008-55ae-4c40-899f-cbef145be696, <=50K, <=50K
56, Private,111218, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States,7c7559a4-bfe4-4eec-b949-ffe4a4b0384f, <=50K, <=50K
26, Private,190762, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,18, United-States,bb615688-6156-4017-84e2-9c7f8cf97c44, <=50K, <=50K
41, Private,172307, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,5478405b-3689-4316-8647-287a7171c7cc, <=50K, <=50K
60, Private,186446, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States,2b9d355e-3dd6-497e-8d0c-138bc47e0448, <=50K, <=50K
42, Self-emp-not-inc,103980, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,a035d4ab-351f-4c60-bea9-c1459e0d5d0d, <=50K, <=50K
63, Self-emp-not-inc,298249, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,10605,0,40, United-States,393d8174-c8fc-49dc-a817-8658afaa5136, >50K, >50K
46, Private,167515, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States,8cf55b58-3fcf-426b-b7df-0729008dd1ba, >50K, >50K
28, Self-emp-not-inc,176027, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,28, United-States,b2bd8590-fc0d-412f-8920-7f105d8be675, <=50K, <=50K
52, Private,198863, Prof-school,15, Divorced, Exec-managerial, Not-in-family, White, Male,0,2559,60, United-States,c8aaf7be-32f4-4aec-a5ad-3bc1ce20a549, >50K, >50K
62, Private,114060, 7th-8th,4, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,91, United-States,1d1f64f3-2de9-4aac-96cc-02d847e58096, <=50K, <=50K
40, Private,130760, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,900c752e-3439-499c-944f-4588edd1386d, >50K, >50K
28, Private,133625, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,15593138-f42e-4337-a6cd-2e1325b79db9, <=50K, <=50K
58, Self-emp-not-inc,130714, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,37ab4f1d-45cd-412f-8262-d9166e51b333, <=50K, <=50K
47, Self-emp-not-inc,174533, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,422a5185-ad2b-4ee0-a0bb-539ba20a8ef6, <=50K, <=50K
26, Local-gov,190350, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Female,0,0,35, United-States,92605ff8-d239-4c81-b1a0-49aa2d7872f6, <=50K, <=50K
61, State-gov,124971, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, ?,c60903e2-ec59-4317-bb87-ed19ec13c6e1, >50K, >50K
21, Private,249727, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,22, United-States,e6e3efc5-a475-442b-9316-aa0cd47688e9, <=50K, <=50K
48, State-gov,148306, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,75dd41b5-325c-4707-994c-2b9f4acb07fc, <=50K, <=50K
25, Private,346159, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,20bd89ea-faf7-4a4a-9ce8-89519f497992, <=50K, <=50K
37, Local-gov,244341, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,58427b59-9300-4c70-8ad1-842a8975904d, <=50K, <=50K
34, Self-emp-not-inc,90614, HS-grad,9, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,a37dc8a4-3864-4289-94c5-dd050d39cffe, <=50K, <=50K
47, Private,22900, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,7c0c2733-1554-4167-9fa3-e1f041d82498, <=50K, <=50K
60, Private,75726, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,1092,40, United-States,e0d49ea6-853d-4909-8f12-9d39e77d9e78, <=50K, <=50K
64, Private,159715, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States,9ce4602a-81f5-4b25-8c7a-329195117d53, <=50K, <=50K
32, State-gov,481096, 5th-6th,3, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,10, United-States,7660be46-43cd-497c-9ce2-2833d26f031e, <=50K, <=50K
30, State-gov,46144, HS-grad,9, Married-AF-spouse, Adm-clerical, Own-child, White, Female,0,0,38, United-States,94f61843-3dac-49ec-a9d8-0c61c045705f, <=50K, <=50K
28, Private,274964, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States,b21be238-b6e0-4fc2-b38b-9b94cb5c113f, <=50K, <=50K
41, Self-emp-inc,114580, Prof-school,15, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,2415,55, United-States,1fc61a15-5c29-47ae-afab-92198819c017, >50K, >50K
41, Private,99870, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,5cc70fd1-e5ac-4eae-ad08-48e3d42bc1c9, <=50K, <=50K
80, ?,29020, Prof-school,15, Married-civ-spouse, ?, Husband, White, Male,10605,0,10, United-States,74e8d524-c1f1-46e2-9177-3b20dbd18a42, >50K, >50K
19, ?,181265, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,30, United-States,3d8f1d30-271e-4814-b88d-235192761d01, <=50K, <=50K
90, Private,141758, 9th,5, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,6197bf0c-ca6e-4948-9aa2-2ad8f4ff0a3a, <=50K, <=50K
34, Private,203408, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States,47e20eef-bfe1-4e0c-961b-b517e87469c3, >50K, >50K
39, Private,194404, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States,f007c4de-0d06-4360-9ba1-6f6f65fcc626, >50K, >50K
51, Private,124963, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,d8cba64b-c8f7-4aab-a9d1-16632a3dc018, <=50K, <=50K
39, Local-gov,423605, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1848,40, Nicaragua,bd3265db-6b6c-415b-93f2-a5909c2b29fa, >50K, >50K
40, Self-emp-inc,225165, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,57895efe-5495-4d82-b16f-fb262246b524, <=50K, <=50K
56, Private,102106, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,544bdbb3-071b-45cb-bf7d-05c629248325, <=50K, <=50K
19, Private,123718, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,409bed8d-3b16-423b-a876-f36c0f496485, <=50K, <=50K
37, Self-emp-inc,126569, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,c9dce147-73ac-4257-ab2f-59902a1a91d6, <=50K, <=50K
33, Private,618191, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,e3b33681-44ec-48d8-ad73-a685d3f78e24, <=50K, <=50K
48, Private,41504, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,63c6b7eb-e92d-4baf-824b-c5979ec4c36b, >50K, >50K
31, Self-emp-not-inc,108468, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,e26fba8f-a5c5-458f-a1aa-98f78def7a49, >50K, >50K
48, Private,102938, Bachelors,13, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam,a32149ef-c1f7-41f3-aa28-1cd2e4ca3808, <=50K, <=50K
58, Private,104613, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,bb8a0159-55d1-40f4-8e32-4f9fe03bfa18, >50K, >50K
47, Federal-gov,204900, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States,49f97a95-0fde-45cf-bc1c-f7b6edf033bc, <=50K, <=50K
25, Private,189850, Some-college,10, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States,faf6cb73-d46e-4942-848d-57fb683aeb6d, <=50K, <=50K
47, Private,34248, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,008b22f4-b399-4b47-94e0-1b3032527070, >50K, >50K
29, Private,82393, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Germany,1c76f140-6f90-4846-9b95-e9c9520be509, <=50K, <=50K
43, Private,339814, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, United-States,923d6e8e-1838-4865-b9c3-fca9d957f40e, >50K, >50K
38, Private,248919, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala,084665cb-35ba-415d-8de3-aca7fd9418a2, <=50K, <=50K
20, Self-emp-not-inc,217404, 10th,6, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States,55b7ded3-5edd-41ea-8034-1ebc02bc8b0a, <=50K, <=50K
49, Private,175958, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States,bf81a6a5-edc8-4ac1-a16a-d195953cb77e, >50K, >50K
26, Private,273792, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,bf892038-4996-48fe-88e6-d4f9072b6d6c, <=50K, <=50K
32, Private,216145, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,4650,0,45, United-States,3ef51d7a-6413-40a2-8e6f-914a8ab9bf27, <=50K, <=50K
38, Self-emp-not-inc,197365, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States,14383e30-1011-414d-9756-585288996b4f, <=50K, <=50K
21, Private,68358, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,1f398979-19bc-4e60-a61a-6c6b89b22cf6, <=50K, <=50K
46, Private,174386, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,24, United-States,0d0477b9-446d-4aac-bb0b-fc872f87f67c, <=50K, <=50K
20, Private,289944, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States,84abaf12-2894-480b-b471-490fdcc3735c, <=50K, <=50K
23, Private,256211, Some-college,10, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,24, Vietnam,b53162cb-762b-4c68-bb1b-b73acd97738e, <=50K, <=50K
43, Private,102180, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,b05f5a69-8c3d-4983-981f-9036a0dfbc34, >50K, >50K
36, Private,138441, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,55, United-States,f6a48b5b-db6c-4049-b0a4-ace84530a4b0, <=50K, <=50K
60, Private,33266, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,92cfe4db-dce5-44ff-951d-b8d6d3c406b8, <=50K, <=50K
47, Private,178686, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,6afeff3a-3c59-4eb1-8efe-345df65831d1, <=50K, <=50K
46, Private,271828, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,7001745d-abe9-4c7d-869c-a324aee85f76, >50K, >50K
19, Private,235849, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,35, United-States,cd239254-0adf-46b9-a165-8b4bd6d63e64, <=50K, <=50K
38, Private,273640, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States,d149f62d-c42d-4438-a216-7c64983995be, <=50K, <=50K
48, Private,193075, HS-grad,9, Divorced, Sales, Own-child, White, Female,0,0,20, United-States,5965056a-a9e1-4585-a765-a56ccbd67ea3, <=50K, <=50K
43, Self-emp-inc,151089, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,5e46ff20-06f0-453c-b052-8563f4d76927, <=50K, <=50K
26, Private,89648, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States,f778eded-1f57-414d-a690-7a515d2d5b59, <=50K, <=50K
27, Private,168138, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,bc748386-261b-4366-a750-b12153815e54, <=50K, <=50K
42, Private,188693, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,9ceff133-2c81-460f-b6ff-7cec03eedb29, <=50K, <=50K
33, ?,177824, HS-grad,9, Separated, ?, Unmarried, White, Female,0,0,40, United-States,9065098c-8a16-4b33-b89a-ae12f2bc524c, <=50K, <=50K
66, ?,160995, 10th,6, Divorced, ?, Not-in-family, White, Female,1086,0,20, United-States,90f4cbac-e167-4dcf-a303-977c714ab439, <=50K, <=50K
43, Self-emp-not-inc,350387, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,d10ffb70-9ee0-4756-b1c9-f6d70e0c8d01, <=50K, <=50K
31, Private,155781, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,a6785ef6-01b7-4c54-82ec-e8e498d2d88b, >50K, >50K
41, Self-emp-not-inc,27305, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,7688,0,40, United-States,8c3cb687-c73c-4089-a1d5-827bf7d87a46, >50K, >50K
28, ?,173800, Bachelors,13, Married-spouse-absent, ?, Not-in-family, Asian-Pac-Islander, Female,0,0,10, Taiwan,f3adac8f-6b36-4495-9195-eb9f4986d739, <=50K, <=50K
45, Private,114459, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,acabdc91-5ad7-468e-a914-372886ab6ed9, >50K, >50K
56, Private,174744, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,48542a00-e171-468f-8bcb-d0d127fdb5eb, <=50K, <=50K
22, Private,310152, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,3325,0,40, United-States,7999b8a0-7e27-4b40-a437-08cc468cbfd9, <=50K, <=50K
22, Private,95566, Some-college,10, Married-spouse-absent, Sales, Own-child, Other, Female,0,0,22, Dominican-Republic,ef081d19-d0b5-4a25-a29a-054b18038a0a, <=50K, <=50K
55, Self-emp-inc,258648, 10th,6, Widowed, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,f7812ce4-2f43-4f9a-81af-3bd68cc2df97, <=50K, <=50K
32, Private,105938, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Female,0,1602,20, United-States,e59d7852-bfa2-42ea-8d31-1549a2475e05, <=50K, <=50K
20, Private,116666, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,8, India,24b20e09-52d3-4056-b466-3ef3232dc3b1, <=50K, <=50K
